,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
294,0,0,1,1,70,1,2,2,1,1,1,1,1,1,0,1,3,115.15,8250.0,0
295,1,1,0,0,39,1,2,2,0,0,0,0,1,1,2,1,1,95.65,3759.05,1
296,0,0,1,1,16,1,1,0,2,2,2,2,2,2,2,0,0,20.4,321.4,0
297,1,1,1,0,66,1,2,2,0,1,1,1,1,1,1,1,0,110.85,7491.75,1
298,0,1,0,0,21,1,2,2,0,0,0,0,1,1,2,1,1,95.4,2025.1,0
299,0,0,0,0,44,1,2,2,0,1,1,0,0,0,2,1,1,84.8,3862.55,1
300,0,1,1,0,54,1,1,2,0,0,1,1,1,1,1,1,0,99.1,5437.1,0
301,1,0,0,0,4,1,1,1,1,0,1,0,0,0,2,0,0,56.75,245.15,0
302,0,1,1,0,60,1,1,2,1,1,1,1,1,1,0,1,1,110.0,6668.35,0
303,1,0,0,0,26,1,2,2,1,1,0,0,1,0,2,1,3,92.4,2349.8,0
304,0,0,1,1,24,1,2,1,1,0,1,0,1,1,0,0,3,78.6,1846.65,0
305,1,0,1,1,53,1,1,0,2,2,2,2,2,2,0,1,2,19.4,1110.35,0
306,0,0,1,1,46,1,1,0,2,2,2,2,2,2,0,0,3,19.4,958.15,0
307,0,0,1,1,56,1,1,2,0,0,0,0,1,1,1,0,1,88.9,4968.0,0
308,0,0,0,0,7,1,1,1,1,0,0,0,0,1,1,1,0,59.1,369.25,0
309,0,0,0,0,1,1,2,2,0,0,0,0,0,1,2,0,2,85.8,85.8,1
310,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,2,45.55,45.55,0
311,1,0,1,0,60,1,1,0,2,2,2,2,2,2,0,0,2,19.95,1258.15,0
312,1,0,1,0,61,1,1,0,2,2,2,2,2,2,1,1,3,20.55,1252.0,0
313,0,0,1,0,42,0,0,1,0,1,0,1,0,0,1,0,2,33.55,1445.3,1
314,1,0,0,0,27,1,1,0,2,2,2,2,2,2,0,0,3,19.85,470.0,0
315,0,0,1,1,9,1,2,2,0,0,0,0,1,0,2,1,1,85.35,754.65,1
316,0,0,1,0,72,1,1,0,2,2,2,2,2,2,0,0,1,20.05,1423.65,0
317,0,0,0,0,23,1,1,0,2,2,2,2,2,2,1,1,3,19.65,478.1,0
318,0,1,0,0,47,1,2,2,0,1,0,1,1,0,2,1,0,95.05,4504.55,1
319,0,1,1,0,54,1,1,0,2,2,2,2,2,2,0,1,2,18.95,1031.1,0
320,1,1,1,0,2,1,1,2,0,0,1,0,1,1,2,1,3,95.5,181.65,0
321,1,0,1,0,38,0,0,1,1,1,0,1,1,1,0,1,1,60.0,2193.2,0
322,0,1,1,0,47,1,2,2,0,0,1,0,1,1,2,0,0,99.7,4747.2,0
323,1,0,1,0,22,1,1,1,1,0,0,1,0,0,1,1,3,56.25,1292.2,0
324,1,0,1,0,2,1,2,2,0,0,1,0,1,0,2,1,0,91.45,171.45,0
325,0,0,1,1,72,1,2,2,1,0,0,0,0,0,0,0,1,79.05,5730.7,0
326,1,1,1,0,58,0,0,1,0,1,1,0,0,1,2,1,0,45.3,2651.2,1
327,1,0,1,1,69,1,2,2,0,0,1,0,0,0,0,1,3,79.2,5420.65,0
328,1,0,0,0,18,1,2,1,1,0,1,0,1,0,2,0,2,69.5,1199.4,0
329,0,0,1,1,55,1,1,0,2,2,2,2,2,2,2,0,3,20.0,1087.25,0
330,0,0,0,0,46,1,2,2,0,0,1,0,1,1,1,1,0,101.1,4674.4,0
331,1,0,0,0,5,1,1,0,2,2,2,2,2,2,2,1,2,19.25,86.05,0
332,0,0,0,0,4,0,0,1,1,1,0,0,0,0,2,1,0,33.65,137.85,1
333,1,1,0,0,5,1,1,2,0,0,0,0,1,1,2,1,0,89.5,477.7,1
334,0,0,1,1,65,1,1,1,1,1,1,0,0,0,1,0,1,61.35,3874.1,0
335,1,0,0,0,35,1,1,0,2,2,2,2,2,2,0,0,1,21.45,705.45,0
336,0,1,0,0,45,1,2,2,1,1,0,1,1,0,2,1,0,97.05,4385.05,0
337,0,0,0,0,2,1,1,0,2,2,2,2,2,2,2,0,0,19.9,57.4,0
338,0,0,1,1,22,1,1,2,0,0,0,0,0,1,2,1,0,80.15,1790.65,0
339,1,0,1,1,70,1,2,1,1,0,1,0,1,0,0,0,3,68.95,4858.7,0
340,0,0,1,1,30,1,1,1,1,0,0,1,0,1,2,0,1,66.3,1923.5,0
341,1,0,0,0,61,1,2,2,1,1,1,0,1,1,1,1,0,107.75,6521.9,0
342,0,0,0,0,29,1,1,0,2,2,2,2,2,2,1,0,2,20.35,617.35,0
343,1,0,1,0,61,1,2,2,0,1,1,0,1,1,2,1,0,105.55,6281.45,1
344,1,0,1,1,25,1,1,2,0,0,0,0,1,1,1,1,0,90.4,2178.6,1
345,1,0,1,0,71,1,2,2,0,1,1,1,1,1,1,1,1,113.15,7953.25,0
346,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,0,35.0,35.0,0
347,0,0,1,1,62,1,2,1,0,0,0,0,1,1,2,1,3,70.45,4300.45,0
348,1,0,1,0,64,1,1,2,1,0,0,0,0,0,2,1,2,73.55,4764.0,0
349,0,0,1,1,64,1,2,1,1,1,1,1,1,1,0,1,2,90.6,5817.45,0
350,1,1,1,0,29,1,2,2,0,0,0,0,0,1,2,1,0,84.3,2357.75,0
351,0,0,0,0,2,1,1,1,1,0,0,0,1,1,2,1,0,70.75,146.9,1
352,1,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,1,19.65,19.65,0
353,1,0,0,0,1,1,1,1,0,1,0,0,0,0,2,0,2,50.65,50.65,1
354,0,0,1,1,45,1,2,0,2,2,2,2,2,2,0,1,3,24.65,1171.3,0
355,1,0,0,0,66,1,2,2,1,1,1,1,1,1,1,1,1,114.3,7383.7,0
356,0,0,1,0,54,1,2,2,1,1,0,0,1,1,1,0,1,106.55,5763.3,1
357,0,0,1,1,70,1,1,1,0,1,1,1,1,1,0,1,1,80.4,5717.85,0
358,1,1,1,0,37,1,2,2,0,0,0,0,1,1,2,1,0,92.5,3473.4,1
359,1,1,0,0,3,1,1,2,0,0,0,0,1,0,2,1,0,79.9,260.9,1
360,1,0,0,1,23,1,1,1,0,1,0,1,0,0,2,1,1,55.3,1284.2,0
361,0,1,1,0,60,1,2,2,0,0,1,0,1,1,1,1,3,100.5,6029.0,0
362,0,0,0,0,35,0,0,1,0,0,1,1,0,0,2,1,2,33.45,1175.85,0
363,0,0,1,1,27,1,1,2,1,0,0,0,0,0,2,0,2,74.4,1972.35,0
364,0,0,1,1,24,0,0,1,1,1,1,1,0,1,0,1,2,52.5,1208.15,0
365,0,1,0,0,2,1,2,2,0,0,0,0,1,1,2,1,0,93.85,170.85,1
366,1,0,1,0,67,1,1,2,1,1,0,0,0,1,1,1,3,90.6,6056.15,1
367,1,0,0,0,2,1,1,1,1,0,0,0,0,0,2,1,0,47.8,92.45,1
368,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,20.4,20.4,1
369,0,0,0,1,1,1,1,2,0,0,0,0,1,0,2,1,0,79.35,79.35,1
370,0,0,0,0,14,1,2,1,0,1,0,0,0,0,1,1,2,54.25,773.2,0
371,1,1,0,0,38,1,2,2,0,0,0,0,1,1,2,0,0,94.75,3653.0,0
372,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,1,0,70.1,70.1,1
373,0,0,1,0,2,1,1,2,0,0,0,0,0,0,2,1,3,70.4,154.8,0
374,0,0,0,0,12,1,2,2,1,0,0,0,0,0,2,1,0,78.95,927.35,1
375,1,0,1,1,31,1,2,2,1,0,1,0,1,0,1,0,1,98.05,3082.1,0
376,1,0,0,1,35,1,1,1,0,0,0,1,1,1,1,1,2,72.1,2495.15,0
377,1,1,1,0,72,1,2,2,1,1,1,0,1,1,0,1,1,109.55,7920.7,0
378,0,0,1,1,8,1,1,2,0,0,1,0,1,1,2,1,0,94.2,777.3,1
379,1,0,1,0,10,1,2,2,0,0,1,0,1,1,2,1,0,98.5,1037.75,1
380,0,1,0,0,5,1,1,2,0,0,0,0,0,0,2,1,2,69.05,318.5,1
381,1,0,1,1,63,1,2,1,1,1,1,0,1,1,0,0,3,83.5,5435.0,0
382,0,0,1,0,71,1,2,0,2,2,2,2,2,2,0,0,3,25.6,1888.25,0
383,0,1,0,0,46,1,2,2,0,1,1,0,1,1,2,1,0,104.45,4863.85,0
384,0,0,1,1,52,1,2,0,2,2,2,2,2,2,0,0,2,23.05,1255.1,0
385,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,2,46.3,46.3,1
386,1,0,0,0,1,1,1,2,0,0,0,0,0,1,2,0,0,79.6,79.6,1
387,0,0,0,0,72,1,2,2,1,1,1,1,1,1,0,1,3,112.75,8192.6,0
388,0,0,0,0,3,1,1,2,0,1,0,0,1,0,2,0,0,83.75,247.25,1
389,1,0,1,0,28,1,1,1,1,1,0,1,0,0,2,0,2,60.9,1785.65,0
390,0,0,1,1,39,1,1,1,1,0,0,0,0,0,2,0,3,51.05,2066.0,0
391,0,0,0,0,33,1,2,0,2,2,2,2,2,2,0,0,3,25.7,826.1,0
392,0,0,0,0,12,0,0,1,0,1,1,1,1,1,1,0,0,60.65,743.3,0
393,1,0,1,1,1,1,2,2,0,0,0,0,0,0,2,1,0,74.5,74.5,1
394,1,0,0,0,6,1,1,1,1,0,1,1,1,1,2,0,3,78.65,483.3,0
395,1,0,0,0,3,1,1,2,1,0,0,0,0,1,2,1,2,86.05,244.85,0
396,1,0,0,0,4,1,1,2,0,0,0,0,1,1,2,1,0,88.45,370.65,1
397,1,0,1,1,34,1,1,2,0,1,1,0,1,0,2,1,0,89.85,3091.75,0
398,1,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,19.95,19.95,0
399,0,1,0,0,15,1,1,2,1,0,1,1,0,1,2,1,2,96.3,1426.75,1
400,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,24.75,24.75,1
401,0,0,0,0,3,1,2,1,0,0,0,0,0,0,2,1,2,50.65,151.3,1
402,1,0,0,0,1,1,1,0,2,2,2,2,2,2,2,1,2,20.1,20.1,1
403,0,0,0,0,3,1,1,0,2,2,2,2,2,2,1,0,2,20.25,71.2,0
404,0,0,1,1,30,1,1,1,0,1,1,1,1,1,0,0,1,80.8,2369.3,0
405,0,0,0,0,5,1,1,1,1,0,0,1,0,0,2,0,3,53.85,259.8,1
406,1,1,0,0,68,1,1,0,2,2,2,2,2,2,0,1,3,20.0,1396.0,0
407,0,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,2,20.35,20.35,0
408,0,0,0,0,5,1,1,2,0,0,0,0,0,1,2,1,0,80.0,412.5,1
409,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,2,71.1,71.1,1
410,1,0,1,1,13,1,1,0,2,2,2,2,2,2,1,0,2,20.0,218.55,0
411,0,0,0,0,35,1,2,2,0,0,0,1,0,0,2,0,3,80.05,2835.9,0
412,1,0,1,1,4,1,1,2,0,0,0,0,0,0,2,1,2,69.55,284.9,0
413,1,0,0,0,9,0,0,1,0,0,0,0,0,0,2,1,0,24.95,190.25,0
414,0,1,0,0,45,1,1,2,1,1,0,1,0,0,2,1,1,85.7,3778.1,0
415,0,0,1,0,21,0,0,1,1,0,0,0,0,0,2,0,0,28.5,629.35,0
416,0,0,0,0,26,1,1,2,0,0,0,0,1,1,2,1,1,88.8,2274.35,1
417,0,0,0,0,1,1,2,2,0,0,0,0,0,1,2,1,0,85.0,85.0,1
418,0,1,0,0,2,1,2,2,0,0,1,0,0,1,2,1,0,88.55,179.25,1
419,0,0,0,0,11,1,1,1,0,0,0,1,1,1,2,0,2,70.5,829.3,0
420,0,0,1,0,59,1,2,2,1,1,1,0,1,1,1,1,3,109.15,6557.75,0
421,0,0,1,0,31,1,1,2,0,1,0,0,0,1,2,1,1,83.85,2674.15,0
422,0,0,1,1,54,1,2,0,2,2,2,2,2,2,1,1,1,24.75,1342.15,0
423,0,0,0,1,16,1,1,0,2,2,2,2,2,2,1,1,1,19.3,360.35,0
424,1,1,0,0,9,1,2,1,1,0,0,0,0,0,2,0,0,54.55,494.05,1
425,0,0,0,0,21,1,2,2,0,0,0,0,1,1,2,1,0,97.35,2119.5,1
426,1,0,0,0,1,1,1,0,2,2,2,2,2,2,2,0,3,20.75,20.75,0
427,0,0,0,0,23,1,2,1,1,0,0,0,0,0,2,0,0,54.4,1249.25,0
428,1,1,1,0,7,1,2,2,0,0,0,0,0,0,2,1,2,74.4,527.9,1
429,1,0,0,0,21,1,2,2,1,0,1,0,1,1,2,0,2,103.85,2215.0,0
430,0,0,1,0,65,1,2,2,0,1,1,1,1,1,0,1,1,107.65,7082.85,0
431,1,0,0,0,4,0,0,1,0,0,0,0,1,1,2,1,0,44.55,174.3,1
432,1,0,1,1,72,1,1,2,1,1,1,1,1,1,0,0,1,111.95,8033.1,0
433,1,1,1,0,68,0,0,1,1,1,1,0,0,0,0,1,0,41.95,2965.75,0
434,0,0,1,1,67,1,1,2,1,1,1,0,0,0,1,0,1,84.8,5598.3,0
435,1,0,0,0,1,1,1,2,0,0,0,0,0,1,2,1,0,79.25,79.25,1
436,0,0,1,0,69,1,1,2,0,1,0,0,1,1,1,1,3,95.65,6744.2,0
437,1,0,0,0,60,1,2,2,0,1,0,0,1,0,2,1,1,89.9,5450.7,0
438,1,0,0,0,3,1,1,2,0,0,1,1,1,0,2,1,2,88.35,262.05,1
439,1,0,1,1,63,0,0,1,1,1,1,0,1,1,0,0,0,59.0,3707.6,0
440,1,0,1,1,71,1,2,1,1,1,1,1,1,1,0,1,2,91.25,6589.6,0
441,0,0,0,0,35,1,2,1,1,0,1,1,1,1,1,1,3,85.95,3110.1,1
442,0,0,0,0,34,1,1,2,0,0,0,0,0,0,2,1,3,70.0,2416.1,1
443,1,0,1,1,53,1,1,1,1,1,0,1,1,0,0,1,2,69.7,3729.6,0
444,1,0,1,0,17,0,0,1,1,0,1,0,0,0,2,0,2,34.4,592.75,0
445,0,0,0,1,1,1,1,1,1,1,0,1,0,0,2,1,0,60.0,60.0,1
446,1,0,1,0,56,1,1,2,0,0,0,0,0,1,1,1,0,80.9,4557.5,0
447,1,0,1,1,7,1,1,1,1,0,0,0,0,0,1,1,0,49.75,331.3,1
448,1,0,1,0,67,1,2,2,0,1,1,1,1,1,0,1,1,111.3,7567.2,0
449,1,0,0,0,11,1,1,1,0,1,1,1,0,0,2,1,0,60.9,688.5,0
450,1,0,0,1,1,1,1,0,2,2,2,2,2,2,2,1,2,20.25,20.25,0
451,1,0,0,0,2,1,2,0,2,2,2,2,2,2,2,0,2,24.85,62.0,0
452,0,0,1,0,69,1,2,2,0,0,1,1,1,1,0,0,1,105.35,7240.65,0
453,1,0,0,0,1,1,1,2,0,0,0,0,1,0,2,1,0,79.95,79.95,1
454,0,0,0,0,21,1,1,2,0,1,1,0,0,1,2,1,0,90.05,1862.9,0
455,1,1,1,0,72,1,2,2,0,1,0,0,1,1,1,1,3,97.25,7133.1,0
456,0,1,0,0,2,1,2,2,0,0,0,0,0,1,2,1,0,84.05,186.05,0
457,1,0,0,0,57,1,1,0,2,2,2,2,2,2,0,0,2,20.75,1118.8,0
458,1,0,0,0,1,1,1,2,0,0,0,0,1,1,2,1,0,89.55,89.55,1
459,1,0,1,0,4,1,1,2,0,0,1,1,0,0,2,1,2,80.6,319.15,1
460,0,0,0,0,2,1,1,0,2,2,2,2,2,2,2,0,2,19.4,61.05,0
461,0,0,0,0,9,1,2,2,0,0,0,0,0,0,2,1,0,76.85,663.55,0
462,0,0,0,0,71,1,2,2,1,1,1,1,1,1,0,0,2,111.3,7985.9,0
463,0,0,1,1,13,1,1,0,2,2,2,2,2,2,2,0,2,18.8,251.25,0
464,1,0,1,1,50,1,1,1,0,0,0,0,0,0,1,1,1,44.8,2230.85,0
465,1,1,1,0,10,1,2,2,0,0,1,0,0,1,2,1,0,89.8,914.3,1
466,1,1,1,0,64,1,2,2,0,1,1,0,0,1,2,1,0,94.25,6081.4,0
467,0,0,1,1,1,1,1,2,0,0,0,0,0,0,2,1,0,69.8,69.8,1
468,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,3,24.9,49.7,0
469,0,0,0,0,30,1,2,2,0,1,1,1,1,1,1,0,3,110.45,3327.05,0
470,1,0,0,0,7,1,2,2,0,0,1,0,1,0,2,1,0,90.45,593.45,1
471,1,0,0,0,26,1,1,0,2,2,2,2,2,2,1,0,2,19.4,525.55,0
472,1,0,0,0,20,1,1,1,0,0,0,1,0,0,2,0,2,50.0,1003.05,0
473,0,0,1,0,72,1,2,0,2,2,2,2,2,2,0,1,2,26.0,1776.0,0
474,0,0,1,1,13,1,1,1,0,0,0,0,0,1,2,0,0,55.95,734.35,1
475,1,0,1,0,70,1,1,2,1,1,0,1,0,0,0,0,1,84.6,5706.2,0
476,1,0,0,0,3,0,0,1,0,0,0,1,0,0,2,1,0,29.75,96.85,0
477,1,0,0,0,2,1,2,2,0,0,0,0,0,0,2,1,0,76.5,162.45,1
478,0,1,1,0,72,1,2,2,1,1,1,1,1,1,0,1,3,115.75,8443.7,0
479,1,1,0,0,33,1,2,2,0,1,1,0,0,0,2,1,3,83.85,2716.3,1
480,1,1,0,0,15,1,1,2,0,1,0,0,0,0,2,1,0,74.4,1074.3,1
481,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,2,29.15,29.15,0
482,1,1,0,0,55,1,2,2,1,0,0,0,1,1,2,1,0,98.8,5617.75,1
483,1,0,1,1,5,1,2,1,1,1,0,1,0,0,2,0,3,64.4,316.9,0
484,1,0,1,0,3,1,2,2,0,0,0,1,0,0,2,1,1,79.65,251.75,1
485,0,0,0,0,65,1,2,2,1,1,0,1,0,0,1,1,0,89.85,5844.65,0
486,1,0,1,1,39,1,1,1,1,1,1,0,0,0,1,0,0,59.8,2343.85,0
487,1,0,1,0,70,1,2,0,2,2,2,2,2,2,0,0,1,25.15,1940.85,0
488,1,0,0,0,34,1,2,2,1,1,1,1,1,1,1,0,3,116.25,3899.05,0
489,1,0,1,0,30,1,2,1,0,0,0,0,0,0,2,0,0,49.9,1441.95,0
490,0,0,1,0,12,0,0,1,0,0,1,0,1,1,2,1,1,49.85,617.15,0
491,1,0,0,1,9,1,1,0,2,2,2,2,2,2,1,0,2,20.1,190.25,0
492,0,0,1,0,49,0,0,1,0,1,0,1,1,1,1,1,3,56.3,2780.6,0
493,0,0,1,0,7,1,1,1,0,0,0,0,0,0,2,1,2,44.25,313.45,0
494,0,1,1,0,38,1,1,2,1,0,0,0,0,1,2,1,0,83.45,3147.15,0
495,1,0,0,0,63,1,1,2,1,1,1,1,1,1,0,0,3,109.2,7049.75,0
496,1,1,0,0,1,1,1,2,0,0,0,0,0,0,2,1,0,71.65,71.65,1
497,1,0,0,0,30,1,2,2,0,0,0,1,0,1,2,1,3,89.9,2723.15,0
498,0,0,0,0,23,1,2,1,0,0,0,1,1,1,1,1,2,73.75,1756.6,0
499,0,0,0,0,57,1,1,1,0,1,1,1,1,0,0,0,2,69.75,3894.4,0
500,0,1,1,0,70,1,2,2,0,0,0,0,0,0,0,1,3,75.65,5411.4,0
501,1,0,0,1,71,1,2,2,1,0,1,0,1,1,0,0,1,106.7,7382.25,0
502,1,0,1,1,20,1,1,1,0,0,1,0,0,0,2,1,0,49.6,939.8,0
503,0,0,1,1,72,1,2,0,2,2,2,2,2,2,0,0,1,25.2,1787.35,0
504,1,0,0,0,22,1,1,2,0,0,0,0,0,0,2,1,2,69.7,1490.4,0
505,1,0,0,0,15,1,2,0,2,2,2,2,2,2,2,1,0,26.35,378.6,0
506,0,0,1,0,9,0,0,1,0,0,1,0,1,1,2,1,0,48.75,442.2,1
507,0,0,1,0,38,1,2,2,0,0,1,1,1,1,2,1,0,105.0,4026.4,1
508,1,1,1,0,7,0,0,1,1,0,0,0,0,0,2,0,1,29.8,220.45,0
509,0,0,1,0,26,1,1,1,0,1,0,1,1,1,2,1,0,73.05,1959.5,0
510,0,0,0,0,56,1,1,1,1,0,1,1,0,0,1,1,3,60.25,3282.75,0
511,0,0,1,0,49,1,1,0,2,2,2,2,2,2,1,1,1,20.05,923.1,0
512,0,0,0,0,3,1,1,2,0,0,0,0,0,0,2,1,0,70.25,229.7,0
513,1,1,1,0,1,1,2,2,0,0,0,0,0,0,2,1,0,74.4,74.4,1
514,0,1,1,0,70,1,1,0,2,2,2,2,2,2,0,1,3,19.55,1462.05,0
515,0,0,0,0,23,1,1,1,0,1,1,0,0,0,1,0,1,55.8,1327.85,0
516,0,0,0,0,65,1,1,1,1,1,0,1,0,0,0,1,2,59.6,3739.8,0
517,1,1,1,0,69,1,2,2,0,1,1,1,1,1,0,1,1,108.4,7318.2,1
518,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,0,55.4,55.4,1
519,1,0,0,0,24,1,1,2,0,0,0,0,1,1,2,1,0,90.35,2238.5,1
520,0,0,1,0,25,1,1,2,0,0,0,1,1,1,2,1,0,95.15,2395.7,0
521,0,0,0,0,17,1,1,0,2,2,2,2,2,2,1,0,1,19.9,323.15,0
522,1,0,1,0,32,1,1,1,1,1,0,1,0,1,1,0,2,70.5,2201.75,0
523,1,0,1,1,68,1,1,0,2,2,2,2,2,2,0,0,1,19.95,1377.7,0
524,0,0,1,1,70,1,1,0,2,2,2,2,2,2,0,1,3,20.15,1411.2,0
525,1,0,1,1,54,1,2,2,0,1,0,1,1,1,1,1,0,105.2,5637.85,0
526,0,0,0,0,15,1,1,0,2,2,2,2,2,2,2,0,1,19.4,289.3,1
527,1,0,1,1,71,1,2,1,1,1,0,1,0,0,1,1,3,66.85,4748.7,0
528,1,0,1,0,70,1,1,0,2,2,2,2,2,2,0,0,3,19.85,1433.8,0
529,0,1,1,0,53,1,2,2,0,0,0,0,1,1,1,1,3,95.85,5016.25,0
530,0,0,1,0,2,1,1,2,1,0,0,1,0,0,2,1,0,80.15,194.55,0
531,0,1,0,0,59,1,2,2,0,1,0,0,0,0,0,1,3,79.2,4590.35,0
532,0,0,0,0,22,1,2,2,0,0,0,0,1,0,2,1,1,84.15,1821.95,0
533,0,0,1,1,22,1,2,2,0,0,0,0,0,0,2,1,1,75.8,1615.1,0
534,0,0,1,0,57,0,0,1,1,0,1,1,0,1,2,1,1,49.9,2782.4,0
535,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,0,71.35,71.35,1
536,0,0,1,1,10,1,2,2,0,1,1,0,1,1,2,1,3,102.1,1068.85,1
537,0,1,1,0,55,1,2,1,0,0,0,0,0,0,2,0,1,51.65,2838.55,0
538,0,0,1,1,43,1,2,0,2,2,2,2,2,2,1,1,1,24.45,993.15,0
539,0,1,1,0,18,0,0,1,0,0,1,0,1,1,2,1,0,48.35,810.7,1
540,0,0,0,1,2,1,2,2,1,0,0,0,0,0,2,0,3,80.55,188.1,0
541,0,0,1,1,52,1,2,0,2,2,2,2,2,2,0,1,1,25.05,1270.25,0
542,1,0,1,0,60,1,1,1,1,1,0,1,0,0,0,1,2,61.35,3766.2,0
543,0,0,0,0,59,1,2,2,0,1,1,0,0,0,2,1,0,83.25,4949.1,0
544,0,0,0,0,69,1,2,2,0,0,1,1,1,1,0,0,0,104.0,7028.5,0
545,1,0,0,0,14,1,2,2,0,1,0,0,1,1,2,1,0,100.55,1415.55,1
546,0,0,1,1,43,0,0,1,1,0,1,1,1,1,1,1,3,60.4,2640.55,0
547,0,0,1,1,12,1,1,0,2,2,2,2,2,2,2,0,1,19.4,198.1,0
548,0,0,1,1,8,1,1,0,2,2,2,2,2,2,0,0,2,19.5,162.15,0
549,0,0,1,1,3,1,2,1,0,1,1,0,1,0,2,1,1,69.15,235.0,0
550,1,0,1,1,58,1,2,2,0,0,1,1,1,1,1,1,1,105.05,6004.85,0
551,0,0,1,1,13,1,1,1,1,0,1,0,0,1,2,1,2,63.15,816.8,0
552,1,0,0,0,23,1,1,0,2,2,2,2,2,2,1,0,1,20.15,405.6,0
553,0,0,1,0,17,1,2,2,1,0,0,0,0,0,2,0,0,78.9,1348.95,0
554,1,0,0,0,52,1,2,2,1,0,1,1,1,1,0,1,0,109.3,5731.4,0
555,1,0,1,0,32,1,2,2,0,0,1,0,0,0,2,1,0,78.9,2447.95,1
556,0,0,0,0,36,0,0,1,0,1,0,1,0,0,2,1,1,34.85,1267.2,0
557,1,1,0,0,67,1,2,0,2,2,2,2,2,2,0,0,3,25.1,1672.15,0
558,1,1,1,1,29,1,2,2,0,0,1,0,1,1,2,1,0,103.95,2964.8,0
559,0,0,0,0,65,1,2,2,1,1,1,0,1,1,2,1,3,111.05,7107.0,0
560,1,1,1,0,41,1,2,2,1,0,1,0,0,0,2,1,1,83.75,3273.55,1
561,1,0,1,1,60,1,1,1,1,1,1,1,0,0,1,1,1,65.85,3928.3,0
562,0,0,0,0,53,1,1,0,2,2,2,2,2,2,0,0,3,19.85,1049.6,0
563,0,0,1,0,68,1,2,0,2,2,2,2,2,2,0,1,3,24.95,1614.9,0
564,1,1,0,0,2,1,1,2,0,1,0,0,0,0,2,1,0,74.7,165.4,1
565,1,0,1,1,61,0,0,1,1,0,1,0,0,0,2,0,1,33.6,2117.2,0
566,1,0,1,1,41,1,1,0,2,2,2,2,2,2,0,1,2,20.0,879.8,0
567,1,1,0,0,69,1,2,1,1,0,1,1,0,1,0,0,3,74.1,5031.0,0
568,1,1,1,1,35,1,1,1,0,1,0,1,1,1,2,1,0,76.05,2747.2,0
569,1,0,0,0,7,1,1,1,1,0,0,0,0,0,2,1,2,51.0,354.05,1
570,0,1,1,0,50,1,2,0,2,2,2,2,2,2,1,0,0,25.2,1306.3,0
571,1,0,1,1,36,1,1,1,1,0,1,0,0,1,1,1,3,63.7,2188.5,0
572,0,0,1,0,48,1,1,2,0,0,1,1,1,1,2,1,3,100.05,4834.0,0
573,0,0,1,0,71,1,1,1,1,0,1,1,1,1,0,0,1,81.85,5924.4,0
574,1,1,0,0,65,1,2,2,1,0,1,1,1,1,0,1,0,109.05,7108.2,0
575,0,0,0,0,23,1,2,2,0,0,0,0,1,1,2,1,0,93.5,2341.55,0
576,0,1,0,0,66,1,2,1,1,1,0,1,0,0,1,1,3,63.85,4174.35,0
577,0,0,1,1,5,0,0,1,0,0,0,0,0,0,2,0,2,25.05,125.5,0
578,1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,3,112.9,8061.5,0
579,0,0,0,0,2,1,1,0,2,2,2,2,2,2,2,0,2,20.35,45.3,0
580,0,0,0,0,12,1,1,0,2,2,2,2,2,2,2,0,2,19.45,246.25,0
581,1,0,0,1,3,1,2,2,0,0,1,0,0,1,2,0,0,91.85,257.05,1
582,1,0,0,0,72,1,2,1,0,1,1,1,1,1,0,1,1,88.6,6201.95,0
583,1,1,1,0,18,1,1,1,1,0,0,0,0,1,2,1,3,59.1,1011.05,0
584,1,0,0,0,39,1,2,1,0,0,0,1,0,0,0,1,3,53.85,2200.7,0
585,0,1,0,0,26,1,1,2,1,0,0,0,1,0,2,1,3,85.8,2193.65,0
586,0,0,1,0,72,1,2,1,1,1,0,1,0,0,0,0,1,64.75,4804.75,0
587,1,0,1,0,3,1,2,0,2,2,2,2,2,2,2,1,2,23.6,89.05,0
588,1,0,0,0,1,1,2,1,0,0,0,0,1,0,2,1,0,59.85,59.85,1
589,0,0,1,1,34,1,2,2,0,0,1,0,1,0,2,0,0,87.45,2874.15,1
590,0,0,0,0,11,1,1,2,1,0,0,0,0,0,2,0,0,76.4,838.7,0
